symbol,funding_rate,funding_time,mark_price
WIFUSDT,0.00046418,1705593600000,0.42953500
WIFUSDT,0.00176672,1705608000000,0.37988475
WIFUSDT,0.00123438,1705622400000,0.36220000
WIFUSDT,0.00082001,1705636800000,0.35760575
WIFUSDT,0.00005000,1705651200000,0.35640000
WIFUSDT,0.00005000,1705665600000,0.38639375
WIFUSDT,0.00005000,1705680000002,0.36153000
WIFUSDT,0.00005000,1705694400000,0.40112058
WIFUSDT,0.00005000,1705708800000,0.40038500
WIFUSDT,0.00005000,1705723200000,0.37929000
WIFUSDT,0.00024076,1705737600003,0.36119117
WIFUSDT,0.00005000,1705752000000,0.34820000
WIFUSDT,0.00005000,1705766400000,0.33597117
WIFUSDT,0.00005000,1705780800000,0.33371467
WIFUSDT,0.00030631,1705795200000,0.33738500
WIFUSDT,0.00079359,1705809600000,0.33240000
WIFUSDT,0.00028503,1705824000000,0.32124500
WIFUSDT,0.00099238,1705838400000,0.34087467
WIFUSDT,0.00013710,1705852800000,0.31106483
WIFUSDT,0.00053710,1705867200000,0.31230000
WIFUSDT,0.00152841,1705881600000,0.30104167
WIFUSDT,0.00274098,1705896000001,0.28671200
WIFUSDT,0.00064206,1705910400000,0.27498758
WIFUSDT,0.00150361,1705924800000,0.25624000
WIFUSDT,0.00142765,1705939200000,0.27056158
WIFUSDT,0.00155329,1705953600000,0.24595492
WIFUSDT,0.00160936,1705968000000,0.23290000
WIFUSDT,0.00030366,1705982400000,0.24370653
WIFUSDT,0.00005000,1705996800000,0.24650000
WIFUSDT,0.00052855,1706011200000,0.23190000
WIFUSDT,0.00046203,1706025600000,0.22045212
WIFUSDT,0.00142958,1706040000000,0.22707500
WIFUSDT,0.00098110,1706054400000,0.27960000
WIFUSDT,-0.00149371,1706068800000,0.33303500
WIFUSDT,0.00005000,1706083200000,0.31899458
WIFUSDT,0.00005000,1706097600000,0.31473000
WIFUSDT,0.00005000,1706112000000,0.32895000
WIFUSDT,0.00005000,1706126400000,0.33287867
WIFUSDT,0.00005000,1706140800000,0.34970500
WIFUSDT,0.00005000,1706155200000,0.34648333
WIFUSDT,0.00005000,1706169600001,0.35450000
WIFUSDT,0.00005000,1706184000000,0.35858500
WIFUSDT,0.00026294,1706198400000,0.36270000
WIFUSDT,0.00059927,1706212800000,0.39742822
WIFUSDT,0.00049919,1706227200001,0.38436783
WIFUSDT,0.00072248,1706241600001,0.37678567
WIFUSDT,0.00089046,1706256000000,0.36161050
WIFUSDT,0.00038434,1706270400000,0.38420000
WIFUSDT,0.00009447,1706284800000,0.35747500
WIFUSDT,0.00005000,1706299200000,0.35916500
WIFUSDT,0.00104199,1706313600000,0.35190000
WIFUSDT,0.00151413,1706328000000,0.33170000
WIFUSDT,0.00012968,1706342400000,0.30905750
WIFUSDT,0.00005000,1706356800000,0.31620000
WIFUSDT,-0.00006998,1706371200000,0.33520000
WIFUSDT,0.00040473,1706385600000,0.35411034
WIFUSDT,0.00005000,1706400000000,0.34479383
WIFUSDT,0.00005000,1706414400000,0.35130333
WIFUSDT,0.00009686,1706428800000,0.32774925
WIFUSDT,0.00005000,1706443200000,0.36330000
WIFUSDT,0.00005000,1706457600000,0.35812567
WIFUSDT,0.00020528,1706472000000,0.33983500
WIFUSDT,0.00020355,1706486400000,0.32971000
WIFUSDT,0.00009474,1706500800001,0.31709797
WIFUSDT,0.00005000,1706515200001,0.31480000
WIFUSDT,0.00005000,1706529600000,0.31550625
WIFUSDT,0.00126793,1706544000000,0.30790000
WIFUSDT,0.00026224,1706558400000,0.30912000
WIFUSDT,0.00005000,1706572800000,0.31485625
WIFUSDT,0.00005000,1706587200000,0.33337667
WIFUSDT,0.00028094,1706601600000,0.31724658
WIFUSDT,0.00059534,1706616000000,0.31410000
WIFUSDT,0.00011724,1706630400001,0.30460000
WIFUSDT,0.00097741,1706644800000,0.30050000
WIFUSDT,0.00085911,1706659200000,0.28328000
WIFUSDT,0.00020320,1706673600001,0.28143433
WIFUSDT,0.00005000,1706688000000,0.27962025
WIFUSDT,0.00100428,1706702400000,0.26967500
WIFUSDT,0.00010121,1706716800000,0.26763733
WIFUSDT,0.00030994,1706731200000,0.26593192
WIFUSDT,0.00141145,1706745600000,0.25250000
WIFUSDT,0.00134082,1706760000000,0.21900000
WIFUSDT,0.00094004,1706774400000,0.22220000
WIFUSDT,0.00006355,1706788800000,0.22306000
WIFUSDT,0.00005000,1706803200002,0.22977500
WIFUSDT,-0.00031808,1706817600000,0.23840000
WIFUSDT,0.00005000,1706832000000,0.22872492
WIFUSDT,0.00049506,1706846400000,0.22525792
WIFUSDT,0.00007718,1706860800000,0.22343500
WIFUSDT,0.00048784,1706875200000,0.21924500
WIFUSDT,0.00096391,1706889600000,0.21719500
WIFUSDT,0.00005000,1706904000000,0.22760000
WIFUSDT,-0.00104382,1706918400000,0.26037000
WIFUSDT,-0.00064552,1706932800000,0.26193867
WIFUSDT,-0.00014733,1706947200000,0.24825000
WIFUSDT,0.00006734,1706961600000,0.24774000
WIFUSDT,0.00051677,1706976000001,0.24513500
WIFUSDT,0.00036423,1706990400000,0.24737439
WIFUSDT,0.00063141,1707004800000,0.24351000
WIFUSDT,0.00066895,1707019200000,0.23750000
WIFUSDT,0.00096928,1707033600004,0.23130000
WIFUSDT,0.00118832,1707048000001,0.22400000
WIFUSDT,0.00032647,1707062400000,0.22357256
WIFUSDT,0.00054915,1707076800000,0.21888000
WIFUSDT,0.00114022,1707091200000,0.21192333
WIFUSDT,0.00057005,1707105600000,0.21206528
WIFUSDT,0.00005000,1707120000000,0.22062922
WIFUSDT,0.00005000,1707134400000,0.22075600
WIFUSDT,0.00005000,1707148800000,0.21260000
WIFUSDT,0.00005000,1707163200000,0.21730000
WIFUSDT,0.00044228,1707177600000,0.21340000
WIFUSDT,0.00033618,1707192000000,0.20815006
WIFUSDT,0.00082022,1707206400001,0.20606000
WIFUSDT,0.00019829,1707220800000,0.20120000
WIFUSDT,0.00028045,1707235200000,0.19575506
WIFUSDT,0.00070512,1707249600000,0.19930000
WIFUSDT,0.00086703,1707264000000,0.19052150
WIFUSDT,0.00204536,1707278400000,0.18090000
WIFUSDT,0.00086293,1707292800000,0.17310000
WIFUSDT,0.00051283,1707307200000,0.17710000
WIFUSDT,0.00026378,1707321600000,0.18379883
WIFUSDT,0.00005000,1707336000000,0.18928450
WIFUSDT,-0.00086893,1707350400000,0.21630394
WIFUSDT,0.00005000,1707364800001,0.21179667
WIFUSDT,-0.00054880,1707379200000,0.22090000
WIFUSDT,0.00005000,1707393600000,0.21988000
WIFUSDT,0.00005000,1707408000000,0.23795333
WIFUSDT,0.00009570,1707422400000,0.22552511
WIFUSDT,0.00029226,1707436800000,0.21880000
WIFUSDT,0.00005000,1707451200000,0.21823017
WIFUSDT,0.00005000,1707465600000,0.22230000
WIFUSDT,0.00005000,1707480000000,0.22330000
WIFUSDT,0.00005000,1707494400001,0.22530000
WIFUSDT,-0.00026532,1707508800000,0.25360667
WIFUSDT,-0.00003943,1707523200001,0.25092494
WIFUSDT,-0.00019328,1707537600000,0.28476667
WIFUSDT,0.00020932,1707552000000,0.28661000
WIFUSDT,0.00026534,1707566400001,0.28497367
WIFUSDT,0.00009323,1707580800000,0.30370000
WIFUSDT,0.00017273,1707595200000,0.33491333
WIFUSDT,0.00042591,1707609600000,0.31810000
WIFUSDT,0.00059215,1707624000000,0.32230000
WIFUSDT,0.00005000,1707638400001,0.32850000
WIFUSDT,0.00026349,1707652800001,0.32290000
WIFUSDT,0.00075418,1707667200000,0.32426394
WIFUSDT,0.00035838,1707681600001,0.31240390
WIFUSDT,0.00036414,1707696000000,0.29747756
WIFUSDT,0.00005000,1707710400001,0.29909667
WIFUSDT,0.00009347,1707724800000,0.29125667
WIFUSDT,0.00042130,1707739200000,0.28375889
WIFUSDT,0.00008859,1707753600000,0.31446044
WIFUSDT,0.00005000,1707768000000,0.35644000
WIFUSDT,0.00005000,1707782400000,0.36935867
